1.0865,0.058995,1
0.84598,0.57882,1
0.93787,0.67363,1
0.5521,0.56322,1
1.0165,0.66646,1
1.0996,0.69351,1
1.6122,0.65707,1
0.8391,0.33903,1
1.2898,0.41424,1
0.82566,0.63467,1
1.0302,0.80319,1
0.98969,0.27809,1
1.0883,0.62845,1
0.71282,0.35213,1
0.83305,0.44193,1
0.62085,0.61366,1
0.70874,0.339,1
0.98147,0.73128,1
0.98025,0.35719,1
0.76739,0.63031,1
0.89301,0.064881,1
1.2045,0.24135,1
0.8357,0.44732,1
1.3946,0.83782,1
0.99977,0.72901,1
0.84248,0.60681,1
1.0185,0.21149,1
1.0737,0.53683,1
1.2066,0.49704,1
0.75266,0.70297,1
0.92232,0.45079,1
1.3197,0.57342,1
0.74409,0.50402,1
1.5547,0.44091,1
1.068,0.37231,1
0.68118,0.34092,1
1.1212,0.42973,1
0.93758,0.7879,1
1.0004,0.73523,1
0.80516,0.34659,1
1.0549,0.53881,1
1.0005,0.52081,1
0.675,0.32293,1
0.98858,0.72114,1
0.67612,0.82888,1
1.2901,0.45413,1
1.2121,0.30898,1
1.2765,0.2197,1
1.2618,0.3516,1
0.62433,0.32806,1
0.73956,0.52036,1
0.95139,0.74124,1
1.0142,0.24132,1
0.98015,0.90065,1
1.0345,0.55085,1
1.3371,0.55988,1
0.94096,0.24103,1
0.71536,0.35405,1
1.0882,0.2171,1
0.93174,0.40041,1
0.75117,0.57371,1
1.1561,0.3974,1
0.99836,0.46484,1
1.1326,0.5221,1
0.89254,0.47587,1
0.96532,0.44841,1
1.2136,0.6637,1
0.89888,0.64382,1
0.86896,0.52965,1
1.061,0.47825,1
0.90666,0.33858,1
0.73885,0.056807,1
0.82185,0.45214,1
0.99862,0.68632,1
1.277,0.38494,1
0.86193,0.50307,1
0.78067,0.51544,1
0.824,0.62812,1
1.1612,0.46397,1
1.3655,0.60229,1
1.0222,0.29111,1
0.94778,0.4545,1
1.0083,0.65878,1
1.2536,0.53024,1
1.0509,0.3317,1
0.67358,0.4722,1
0.92857,0.16908,1
1.3085,0.71975,1
1.0721,0.45805,1
1.3025,0.17005,1
1.0824,0.49566,1
1.3259,0.48718,1
1.2475,0.33139,1
0.72058,0.34886,1
0.84535,0.50531,1
1.0226,0.49454,1
0.62495,0.53241,1
0.86381,0.0095628,1
0.94069,0.29714,1
0.79757,0.56456,1
0.92313,0.30773,1
1.1104,0.37749,1
1.0244,0.45191,1
0.66876,0.58308,1
1.0797,0.37026,1
0.94343,0.41866,1
0.92931,0.43343,1
1.146,0.64976,1
1.1833,0.23158,1
0.83707,0.34149,1
0.91357,0.15592,1
1.3929,0.57982,1
1.0683,0.48026,1
0.643,0.60171,1
0.60654,0.48428,1
0.92959,0.79918,1
0.96453,0.62055,1
1.1361,0.59089,1
1.0162,0.56153,1
0.76294,0.24743,1
1.5491,0.33948,1
1.0928,-0.0089792,1
