1.1541,0.1956,1
0.71356,-0.2711,1
1.2406,-0.050502,1
0.99702,0.2173,1
0.84921,-0.30868,1
0.57858,-0.24267,1
1.13,0.34629,1
0.98959,0.41235,1
0.91068,0.181,1
0.79147,0.044434,1
0.84331,-0.07585,1
0.81178,-0.096014,1
1.0756,0.043063,1
1.0532,-0.34232,1
1.1254,-0.038448,1
1.0419,-0.24883,1
1.3152,-0.14019,1
1.0684,0.14796,1
0.81627,-0.37366,1
0.92166,-0.015928,1
0.86276,0.054023,1
1.0463,-0.10253,1
1.1282,-0.3382,1
0.80596,-0.39806,1
1.0128,0.13164,1
1.073,0.13363,1
0.9025,-0.036732,1
1.1058,0.0078192,1
1.0291,-0.1459,1
0.69754,-0.13106,1
0.81584,-0.027405,1
1.1461,-0.042294,1
0.98855,-0.29002,1
1.1949,0.11259,1
0.55996,-0.27492,1
0.65404,-0.097677,1
0.81739,-0.31151,1
0.97538,-0.23646,1
1.357,-0.22074,1
0.93515,-0.39057,1
0.79159,-0.25685,1
1.1732,0.036156,1
0.97354,-0.10886,1
0.88274,-0.31849,1
0.88913,-0.047507,1
0.7245,0.31257,1
1.3777,-0.21732,1
1.1086,-0.58311,1
0.97918,-0.047259,1
1.208,0.027793,1
0.86498,-0.1946,1
0.87384,-0.13924,1
0.91812,0.11399,1
0.83419,-0.19102,1
0.8613,-0.11172,1
0.68875,0.036278,1
0.9615,0.40461,1
1.2013,-0.12279,1
0.82886,-0.087605,1
1.516,0.045783,1
0.84675,-0.038376,1
0.60539,-0.20216,1
0.91367,0.36045,1
0.66157,-0.10682,1
1.1025,0.16725,1
0.86962,-0.22083,1
0.937,0.20897,1
0.94439,0.45938,1
0.95425,-0.18615,1
0.94713,0.15063,1
1.3271,-0.041867,1
1.2375,0.23609,1
0.84895,-0.036486,1
1.1364,0.10763,1
0.86346,0.13722,1
1.1118,0.048183,1
0.72169,-0.041437,1
1.0009,-0.22713,1
1.3536,0.16574,1
0.67944,0.18756,1
1.0063,-0.35255,1
0.66224,0.29156,1
1.0324,-0.03909,1
0.97228,0.12526,1
1.0478,-0.34502,1
1.1051,-0.0066525,1
1.105,-0.56155,1
0.86098,-0.13336,1
0.90321,-0.18095,1
1.0869,0.062017,1
1.2493,0.036209,1
0.89391,-0.14024,1
0.89806,-0.073123,1
0.65423,-0.19927,1
0.79615,-0.17635,1
0.81351,0.16721,1
1.3047,-0.086095,1
0.89332,0.049129,1
0.94084,-0.083255,1
0.9445,-0.38859,1
0.93527,0.13663,1
0.76116,0.018534,1
1.0103,0.031737,1
0.945,-0.067929,1
0.7707,-0.096639,1
0.85233,-0.17847,1
0.92908,0.11291,1
0.76059,-0.34395,1
1.0529,0.09278,1
0.79544,0.16198,1
1.0658,0.21664,1
0.85036,0.21761,1
1.0693,0.1697,1
1.13,-0.065878,1
1.216,0.28365,1
1.0645,-0.24145,1
1.0168,-0.10752,1
1.0841,0.017665,1
1.1783,0.08971,1
0.97026,0.11477,1
0.78056,-0.10899,1
1.0182,-0.25416,1
0.67142,-0.27489,1
0.97389,-0.18281,1
0.57914,0.16449,1
1.1309,0.32891,1
0.66553,-0.17212,1
0.88833,-0.23679,1
0.62942,0.082865,1
1.3107,-0.013101,1
0.64768,0.14407,1
1.1028,-0.13476,1
0.95192,0.045757,1
0.96388,0.12028,1
0.72403,0.11121,1
1.2017,0.33711,1
1.2573,-0.33787,1
0.65016,0.24503,1
0.77609,-0.00087268,1
1.0867,-0.21123,1
0.84265,0.11955,1
0.92197,-0.17895,1
0.81776,-0.0073035,1
1.1803,-0.089577,1
0.97115,-0.11127,1
1.4186,-0.27353,1
0.98535,0.1778,1
1.0212,-0.0025837,1
0.96008,-0.092161,1
1.2071,0.27329,1
1.0099,-0.18879,1
1.0482,-0.14402,1
1.2469,-0.15195,1
0.80306,0.036939,1
1.0965,-0.047818,1
1.0679,-0.11172,1
1.0216,0.075984,1
1.155,0.0612,1
0.92578,-0.31209,1
0.97008,0.025293,1
1.1212,-0.15821,1
0.72726,0.15422,1
1.1705,0.057474,1
0.89422,0.059574,1
0.90853,-0.21472,1
0.94674,0.28443,1
0.93551,-0.44149,1
1.1781,0.08613,1
1.0418,-0.046117,1
0.77378,-0.10329,1
1.0887,-0.077461,1
1.1938,0.3901,1
1.1587,0.027207,1
1.0668,-0.19105,1
0.98746,0.36199,1
0.90418,-0.10038,1
1.121,-0.14566,1
0.99295,-0.26405,1
0.86617,0.13595,1
1.139,-0.31528,1
0.71899,-0.045543,1
1.0226,0.062891,1
1.0416,0.16322,1
0.94449,-0.081176,1
1.0616,-0.23204,1
1.3692,0.18437,1
0.85898,-0.28788,1
1.3215,0.2177,1
0.96485,-0.3839,1
0.8651,0.21656,1
1.1294,-0.094131,1
0.91913,-0.060702,1
0.90994,0.074816,1
1.1695,0.13951,1
1.4806,0.10975,1
1.1405,0.032245,1
1.0738,0.10421,1
0.96048,0.3093,1
0.94327,0.056305,1
0.90741,-0.37511,1
1.1337,-0.076905,1
1.2623,-0.19216,1
0.82303,0.32346,1
1.1045,0.17215,1
1.2746,-0.15445,1
1.1513,-0.036434,1
0.56921,-0.17523,1
